DateTime,AddedIPs,RemovedIPs
1512717392,0,1
1512805314,1,0
1513070184,2,0
1513675969,0,3
1514227963,1,0
1514404124,1,0
1514623955,1,0
1514822206,0,1
1514998600,0,1
1515220529,0,1
1515507174,1,0
1516103817,1,1
1516699241,0,1
1518013007,1,0
1518079475,0,1
1518763363,0,1
1518830249,1,0
1518852289,1,0
1519449086,0,1
1519648467,1,0
1519726126,1,0
1519793057,0,1
1520498925,0,1
1520587069,1,0
1520885079,0,1
1521061722,1,0
1521194178,0,1
1521646822,0,1
1521803064,1,0
1522212012,0,1
1523307088,0,0
1526332109,4,0
1526420443,1,0
1526552669,0,2
1526772611,0,1
1526992866,2,0
1527103225,0,2
1527278912,0,0
1527300898,0,0
1527322893,0,0
1527344841,0,0
1527366746,0,0
1527389394,0,0
1527905303,0,0
1527927454,0,0
1527950169,0,0
1527972878,0,0
1527995066,0,0
1528083373,0,2
1529420667,2,0
1529992349,0,2
1530030976,1,0
1530097000,1,0
1530118888,1,0
1530427692,1,0
1530647441,0,1
1530702267,0,1
1530724121,1,1
1530812423,1,0
1531330811,0,1
1531374993,0,2
1531401883,1,0
1531523797,988,0
1531545882,178732,0
